year,place,days,gross,On-site,telephone,Off-site
2018,大村,192,72837601800,2227744800,46278869600,24330987400
2019,桐生,194,98242517300,6431420600,60478553600,31332543100
2019,戸田,185,59478786500,12496216500,27755484000,19227086000
2019,江戸川,180,46959826200,6798038300,25950353300,14211434600
2019,平和島,186,63414310100,8756100300,35437859400,19220350400
2019,多摩川,186,53256262600,7225194400,27941168800,18089899400
2019,浜名湖,196,49949452100,7092484600,28020591200,14836376300
2019,蒲郡,192,101373107500,6635293200,65579876500,29157937800
2019,常滑,200,49730705900,5529102900,27763040000,16438563000
2019,津,192,39278520400,3741041900,23426727700,12110750800
2019,三国,192,45193135200,3238430200,28716921600,13237783400
2019,琵琶湖,186,40113379800,3626635800,22373213800,14113530200
2019,住之江,186,111640540700,10020436500,67485817200,34134287000
2019,尼崎,186,52389073400,5423616600,28115985800,18849471000
2019,鳴門,180,44708781200,2955206900,30877821400,10875752900
2019,丸亀,192,88759045100,3014086400,59358296500,26386662200
2019,児島,198,47947129000,5095609300,27098780600,15752739100
2019,宮島,198,49887644000,3047720800,28751741200,18088182000
2019,徳山,198,64186298100,2311310100,43876212700,17998775300
2019,下関,179,79734289800,1591639400,53281880200,24860770200
2019,若松,186,84012546400,2994331100,55231141600,25787073700
2019,芦屋,192,59363502600,3184755600,39806200600,16372546400
2019,福岡,190,50517776200,7897158300,27803157600,14817460300
2019,唐津,192,57774439400,1439557600,40399332100,15935549700
2019,大村,198,105581382000,2155994400,73379618200,30045769400
2020,桐生,188,122546919300,4164920700,95804673800,22577324800
2020,戸田,195,72310172100,6025777500,49560206500,16724188100
2020,江戸川,180,61518901600,6022018600,44531838500,10965044500
2020,平和島,180,79279142400,5837394600,55722954400,17718793400
2020,多摩川,188,70632768800,5321046200,49905495400,15406227200
2020,浜名湖,200,71940742000,6035088300,50494665200,15410988500
2020,蒲郡,192,133175032700,5310768900,103852382600,24011881200
2020,常滑,200,52768291000,4341226100,36767935300,11659129600
2020,津,192,56383571900,3265543100,43730032700,9387996100
2020,三国,192,66568637600,2430450500,52658408000,11479779100
2020,琵琶湖,186,67531377500,2602290000,48889490700,16039596800
2020,住之江,186,136361208800,7142350400,106577137700,22641720700
2020,尼崎,186,62492014400,4260478600,43281847400,14949688400
2020,鳴門,186,70628768800,2099477100,56076947100,12452344600
2020,丸亀,198,139990584400,2700719900,113328216000,23961648500
2020,児島,198,62210455600,4352135200,44999425300,12858895100
2020,宮島,198,70578982400,2335134900,53058166200,15185681300
2020,徳山,204,83551561600,1893590600,68839375900,12818595100
2020,下関,186,123320760700,1177556900,101865997500,20277206300
2020,若松,192,116776484400,2204948900,94675747500,19895788000
2020,芦屋,198,82016567900,2428907400,67424761700,12162898800
2020,福岡,192,63074867600,6640745100,44660810800,11773311700
2020,唐津,186,70309705700,844936100,58760397700,10704371900
2020,大村,198,159174658800,1737296400,130059662000,27377700400
2021,桐生,194,143360663000,5312430900,112232627600,25815604500
2021,戸田,198,90020377500,11491212000,58164174300,20364991200
2021,江戸川,180,72452650200,7067534700,52023597100,13361518400
2021,平和島,180,81712065400,6624367900,56277766300,18809931200
2021,多摩川,190,86314172300,6863463600,61073685100,18377023600
2021,浜名湖,202,75867468100,6915704500,53956546400,14995217200
2021,蒲郡,192,154602179700,5997124800,122679930800,25925124100
2021,常滑,200,62556305900,4890627200,44541441800,13124236900
2021,津,178,55170435300,3248983200,41229852800,10691599300
2021,三国,191,67099682400,2990198200,53856250600,10253233600
2021,琵琶湖,186,72240489000,3794532700,52505153100,15940803200
2021,住之江,186,157562495400,7250338400,122486179800,27825977200
2021,尼崎,185,74009050700,4692754400,52583790600,16732505700
2021,鳴門,184,71360563200,2638957800,56844433100,11877172300
2021,丸亀,199,148517327700,2600393000,120935612900,24981321800
2021,児島,198,83479910900,4445139800,62143476200,16891294900
2021,宮島,198,86150574800,2928716000,65266316700,17955542100
2021,徳山,198,82661470300,1943918400,66856487700,13861064200
2021,下関,186,140258530700,1458767500,115730117800,23069645400
2021,若松,196,149841442900,2885870300,121633248500,25322324100
2021,芦屋,198,96899421800,3359294900,77104943200,16435183700
2021,福岡,192,86700056200,8195804400,61660710400,16843541400
2021,唐津,186,77834791600,1280725100,64218250700,12335815800
2021,大村,198,175949136100,2393874100,145407830200,28147431800
